,Name,Date,Open,High,Low,Close,Adj Close,Volume,5-day Avg,7-day Avg,Signal
0,Nifty,2022-07-01,15703.700195,15793.950195,15511.049805,15752.049805,15752.049805,364100,,,
1,Nifty,2022-07-04,15710.5,15852.349609,15661.799805,15835.349609,15835.349609,304300,,,
2,Nifty,2022-07-05,15909.150391,16025.75,15785.450195,15810.849609,15810.849609,254200,,,
3,Nifty,2022-07-06,15818.200195,16011.349609,15800.900391,15989.799805,15989.799805,288400,,,
4,Nifty,2022-07-07,16113.75,16150.5,16045.950195,16132.900391,16132.900391,264600,15966.779882600002,,
5,Nifty,2022-07-08,16273.650391,16275.5,16157.900391,16220.599609,16220.599609,281100,16063.089843600002,,
6,Nifty,2022-07-11,16136.150391,16248.549805,16115.5,16216.0,16216.0,255900,16142.3298828,16051.135602571429,Buy
7,Nifty,2022-07-12,16126.200195,16158.75,16031.150391,16058.299805,16058.299805,208600,16168.9298828,16103.249860428574,
8,Nifty,2022-07-13,16128.200195,16140.0,15950.150391,15966.650391,15966.650391,233300,16194.659961000001,16144.342773428574,
9,Nifty,2022-07-14,16018.849609,16070.849609,15858.200195,15938.650391,15938.650391,228600,16178.7298828,16150.785574714288,
10,Nifty,2022-07-15,16010.799805,16066.950195,15927.299805,16049.200195,16049.200195,205800,16137.0199218,16158.728515571429,
11,Nifty,2022-07-18,16151.400391,16287.950195,16142.200195,16278.5,16278.5,227700,16144.899999799998,16178.364257714285,Sell
12,Nifty,2022-07-19,16187.049805,16359.5,16187.049805,16340.549805,16340.549805,222600,16185.049999799998,16190.364257714285,
13,Nifty,2022-07-20,16562.800781,16588.0,16490.949219,16520.849609,16520.849609,284400,16274.649999799998,16238.857142714285,Buy
14,Nifty,2022-07-21,16523.550781,16626.949219,16483.900391,16605.25,16605.25,243600,16385.8699218,16305.74274542857,
15,Nifty,2022-07-22,16661.25,16752.25,16610.900391,16719.449219,16719.449219,190900,16522.9298828,16393.207031142858,
16,Nifty,2022-07-25,16662.550781,16706.050781,16564.25,16631.0,16631.0,211400,16606.55,16483.950055714286,
17,Nifty,2022-07-26,16632.900391,16636.099609,16463.300781,16483.849609,16483.849609,208200,16661.869921800004,16565.25711485714,
